,SKU,Nombre,Precio,Presentación,URL,THC per container,CBD per container
62,1039288,HAWAIIAN DIESEL PUNCH CRUMBLE,$36.99,"['1 x 1 g Tropical, Fruity']",https://www.bccannabisstores.com/products/hawaiian-diesel-punch-crumble,700.0-850.0mg/g,1.0-10.0mg/g
63,1039270,SOUR DIESEL SHATTER,$36.99,"['1 x 1 g Gasoline, Orange']",https://www.bccannabisstores.com/products/sour-diesel-shatter,700.0-850.0mg/g,1.0-10.0mg/g
64,1038413,WEDDING POOP PRE-ROLL,$4.99,"['1 x 0.5 g', '3 x 0.5 g']",https://www.bccannabisstores.com/products/wedding-poop-pre-roll,230.0-280.0mg/g,0.0-2.0mg/g
65,1038447,SCOTTI'S CAKE PRE-ROLL,$4.99,['1 x 0.5 g'],https://www.bccannabisstores.com/products/scottis-cake-pre-roll,230.0-280.0mg/g,0.0-2.0mg/g
66,1038728,PINEAPPLE PARADISE,$24.99,['3.5 g'],https://www.bccannabisstores.com/products/pineapple-paradise,200.0-260.0mg/g,0.0-10.0mg/g
67,1038579,"COOMBS KANDY
(SKITTLEZ
)",$34.99,['3.5 g'],https://www.bccannabisstores.com/products/coombs-kandy,200.0-250.0mg/g,0.0-20.0mg/g
68,1036599,"EZ HAZE
(GIRL SCOUT PLATINUM)",$24.99,['3.5 g'],https://www.bccannabisstores.com/products/ez-haze,200.0-250.0mg/g,0.0-10.0mg/g
69,1036011,GSC 1G PREFILLED VAPE CARTRIDGE,$39.99,['1 x 1 g'],https://www.bccannabisstores.com/products/gsc-1g-prefilled-vape-cartridge,600.0-700.0mg/g,0.0-50.0mg/g
70,1035831,PEPPERMINT 75 CBD OIL,$49.99,['25 ml'],https://www.bccannabisstores.com/products/peppermint-75-cbd-oil,0.0mg/g,75.0mg/g
71,1036946,MIXTAPE SPECIAL LIVE RESIN,$39.99,['1 x 1 g'],https://www.bccannabisstores.com/products/mixtape-special-live-resin,650.0-800.0mg/g,0.0-10.0mg/g
72,1036623,DRIFTWOOD DIESEL,$29.99,['3.5 g'],https://www.bccannabisstores.com/products/driftwood-diesel,210.0-250.0mg/g,0.0-100.0mg/g
73,1034800,OS. SATIVA,$16.99,"['3.5 g', '7 g']",https://www.bccannabisstores.com/products/os-sativa-1,170.0-200.0mg/g,0.0-10.0mg/g
74,1035468,"THE SILVERBACK #4
(GG#4
)",$29.99,['3.5 g'],https://www.bccannabisstores.com/products/the-silverback-4,210.0-250.0mg/g,0.0-10.0mg/g
75,1035609,"THC DISTIL MANGO LEMONADE VAPE CARTRIDGE
(TRX MANGO LEMONADE
)",$39.99,['1 x 1 g'],https://www.bccannabisstores.com/products/thc-distil-mango-lemonade-vape-cartridge,850.0-900.0mg/g,0.0-2.0mg/g
76,1036631,LEMON ROCKET,$29.99,['3.5 g'],https://www.bccannabisstores.com/products/lemon-rocket,200.0-260.0mg/g,0.0-100.0mg/g
77,1039478,HASH PLANT CARTRIDGE,$36.99,"['1 x 0.5 g Citrus, Cedar, Herbal, Earthy, Peppery', '1 x 1 g']",https://www.bccannabisstores.com/products/hash-plant-cartridge,760.0-840.0mg/g,50.0-80.0mg/g
78,1038157,SMOKER FARMS MASTER KUSH ULTRA,$34.99,['3.5 g'],https://www.bccannabisstores.com/products/smoker-farms-master-kush-ultra,240.0-280.0mg/g,0.0-10.0mg/g
79,1039486,MASTER KUSH CARTRIDGE,$36.99,"['1 x 0.5 g Herbal, Peppery, Earthy, Sweet, Floral', '1 x 1 g']",https://www.bccannabisstores.com/products/master-kush-cartridge,760.0-840.0mg/g,5.0-6.0mg/g
80,1034750,GARLIC Z PRE-ROLL,$4.99,['1 x 0.5 g'],https://www.bccannabisstores.com/products/garlic-z-pre-roll,200.0-260.0mg/g,0.0-10.0mg/g
81,1035971,LA KUSH CAKE PRE-ROLLS,$14.99,['3 x 0.5 g'],https://www.bccannabisstores.com/products/la-kush-cake-pre-rolls,200.0-250.0mg/g,0.0-30.0mg/g
82,1030931,"GELATTI
(GELATO CROSS)",$24.99,['3.5 g'],https://www.bccannabisstores.com/products/gelatti,210.0-250.0mg/g,0.0-1.0mg/g
83,1033331,HONEY GREEN ICED TEA,$4.99,['1 x 355 ml'],https://www.bccannabisstores.com/products/honey-green-iced-tea,2.5mg,2.5mg
84,1037985,ORGANIC BC ROCKSTAR,$42.99,['3.5 g'],https://www.bccannabisstores.com/products/bc-rockstar-1,200.0-270.0mg/g,0.4-0.5mg/g
85,1034602,BIG BUDDA CHEESE (BBC),$29.99,['3.5 g'],https://www.bccannabisstores.com/products/big-budda-cheese-bbc,220.0-280.0mg/g,0.0-2.0mg/g
86,1035922,SESSION THC VAPE - BERRY LEMONADE,$34.99,['1 x 1 g Berry Lemonade'],https://www.bccannabisstores.com/products/session-thc-vape-berry-lemonade,800.0-840.0mg/g,0.0-20.0mg/g
87,1034610,CRITICAL GLUE,$29.99,['3.5 g'],https://www.bccannabisstores.com/products/critical-glue,220.0-280.0mg/g,0.0-2.0mg/g
88,1036532,BLUE DREAM PRE-ROLL,$42.99,['12 x 0.5 g'],https://www.bccannabisstores.com/products/blue-dream-pre-roll-2,190.0-220.0mg/g,0.0-1.0mg/g
89,1037548,ORGANIC DEJA GLU,$42.99,['3.5 g'],https://www.bccannabisstores.com/products/deja-glu,200.0-260.0mg/g,0.5-0.6mg/g
90,1033901,BLUEBERRY MOUNTAIN RUSH LIVE RESIN VAPE,$32.99,['1 x 0.5 g'],https://www.bccannabisstores.com/products/blueberry-mountain-rush-live-resin-vape,700.0-850.0mg/g,0.0-8.0mg/g
91,1034743,"HELL CAT
(GELATO
)",$21.99,['3.5 g'],https://www.bccannabisstores.com/products/hell-cat,190.0-240.0mg/g,0.0-20.0mg/g
92,1021658,"EXTRA STRENGTH BODY CREAM
(SILVER LEMONS)",$22.99,['1 x 60 g'],https://www.bccannabisstores.com/products/extra-strength-body-cream-1,25.0mg,25.0mg
93,1036417,AFGHAN KUSH FULL SPECTRUM CARTRIDGE,$27.99,['1 x 0.5 g'],https://www.bccannabisstores.com/products/afghan-kush-full-spectrum-cartridge,700.0-800.0mg/g,0.0-30.0mg/g
94,1037233,SPICED STARLIGHT CBD TEA,$6.99,"['1 x 4.5 g Spice, cardamom, cloves']",https://www.bccannabisstores.com/products/spiced-starlight-cbd-tea,0.0-0.04mg,20.0mg
95,1038017,CITRUS ICE SATIVA CARTRIDGE,$36.99,"['1 x 1 g Citrus, Sweet, Minty, Fruity, Sharp']",https://www.bccannabisstores.com/products/citrus-ice-sativa-cartridge,770.0-890.0mg/g,0.0-20.0mg/g
96,1037126,T.F. ISLAND PINK,$26.99,['3.5 g'],https://www.bccannabisstores.com/products/t-f-island-pink,210.0-250.0mg/g,0.0-75.0mg/g
97,1038405,"COOKIE PUSS
(CHERRY PIE
)",$29.99,['3.5 g'],https://www.bccannabisstores.com/products/cookie-puss,220.0-280.0mg/g,0.0-5.0mg/g
98,1039296,GRAPEFRUIT KUSH CRUMBLE,$36.99,"['1 x 1 g Grapefruit, Tart']",https://www.bccannabisstores.com/products/grapefruit-kush-crumble,700.0-850.0mg/g,1.0-10.0mg/g
99,1038876,FORBIDDEN LEMON CAVIAR CONES,$44.99,['4 x 0.5 g'],https://www.bccannabisstores.com/products/forbidden-lemon-caviar-cones,310.0-370.0mg/g,1.0-10.0mg/g
100,1034172,LEMON ZKTLS FLOWER ROSIN,$34.99,"['1 x 0.5 g citrusy, lemon']",https://www.bccannabisstores.com/products/lemon-zktls-flower-rosin,650.0-750.0mg/g,0.0-50.0mg/g
101,1034313,"OKANAGAN GROWN COLD CREEK KUSH
(COLD CREEK KUSH
)",$36.99,['3.5 g'],https://www.bccannabisstores.com/products/okanagan-grown-cold-creek-kush,200.0-280.0mg/g,0.0-10.0mg/g
102,1037142,"HITR CARTRIDGE
(GHOST LIME OG
)",$36.99,"['1 x 1 g Lime, Citrus, Fruit']",https://www.bccannabisstores.com/products/hitr-cartridge,820.0-890.0mg/g,0.0-10.0mg/g
103,1037845,"DSD INDICA SHATTER
(DO-SI-DOS
)",$19.99,['1 x 0.5 g'],https://www.bccannabisstores.com/products/dsd-indica-shatter,730.0-850.0mg/g,0.0-5.6mg/g
104,1038025,MANGO TWIST HYBRID CARTRIDGE,$36.99,"['1 x 1 g Tropical, Citrus, Sweet, Fruity, Sour']",https://www.bccannabisstores.com/products/mango-twist-hybrid-cartridge,770.0-890.0mg/g,0.0-20.0mg/g
105,1036425,ISLAND HONEY FULL SPECTRUM CARTRIDGE,$27.99,['1 x 0.5 g'],https://www.bccannabisstores.com/products/island-honey-full-spectrum-cartridge,700.0-800.0mg/g,0.0-30.0mg/g
106,1038215,ORANGE COOKIE OCTANE,$31.99,['3.5 g'],https://www.bccannabisstores.com/products/orange-cookie-octane,230.0-290.0mg/g,0.0-20.0mg/g
107,1037282,"SOUR SIS
(LOCKDOWN
)",$39.99,['3.5 g'],https://www.bccannabisstores.com/products/sour-sis,250.0-300.0mg/g,0.0-20.0mg/g
108,1037134,"KING OF THE NORTH CARTRIDGE
(OBAMA KUSH
)",$36.99,['1 x 1 g'],https://www.bccannabisstores.com/products/king-of-the-north-cartridge,820.0-890.0mg/g,0.0-10.0mg/g
109,1038116,MUSKMELON OG,$199.99,['28 g'],https://www.bccannabisstores.com/products/muskmellon-og,190.0-250.0mg/g,0.0-20.0mg/g
110,1038165,DO-SI-DOS,$31.99,['3.5 g'],https://www.bccannabisstores.com/products/do-si-dos-1,200.0-260.0mg/g,0.0-20.0mg/g
111,1030998,CHAPTER 1 LIVE RESIN BUDDER,$24.97,['1 x 0.5 g'],https://www.bccannabisstores.com/products/chapter-1-live-resin-budder,680.0-920.0mg/g,0.0-3.75mg/g
112,1038264,PINK OG SHATTER,$42.99,['1 x 1 g'],https://www.bccannabisstores.com/products/pink-og-shatter,710.0-790.0mg/g,0.0-20.0mg/g
113,1028521,GARLIC Z,$29.99,['3.5 g'],https://www.bccannabisstores.com/products/garlic-z-1,200.0-260.0mg/g,0.0-10.0mg/g
114,1035633,"TROPICAL TUNAAAA DABS
(MANGO LEMONADE 
)",$39.99,['1 x 1 g'],https://www.bccannabisstores.com/products/tropical-tunaaaa-dabs,800.0-920.0mg/g,0.0-10.0mg/g
115,1032085,GELATO PRE-ROLL,$17.99,['3 x 0.5 g'],https://www.bccannabisstores.com/products/gelato-pre-roll-1,210.0-260.0mg/g,0.5-1.0mg/g
116,1037340,NUT BUTTER,$29.99,['3.5 g'],https://www.bccannabisstores.com/products/nut-butter,200.0-260.0mg/g,0.0-10.0mg/g
117,1037944,EDISON JOLTS LOZENGES,$14.99,['10 x 1.18 g Mint'],https://www.bccannabisstores.com/products/edison-jolts-lozenges,10.0mg,0.0-1.0mg
118,1038603,WEST KOOTENAY HAWAIIAN HAMMER,$29.99,['3.5 g'],https://www.bccannabisstores.com/products/west-kootenay-hawaiian-hammer,200.0-250.0mg/g,0.0-10.0mg/g
119,1037951,PAPAYA PRE-ROLL,$9.99,['2 x 0.5 g'],https://www.bccannabisstores.com/products/papaya-pre-roll,180.0-240.0mg/g,0.0-10.0mg/g
120,1032127,SUNSHINE SHERB,$36.99,['3.5 g'],https://www.bccannabisstores.com/products/sunshine-sherb,210.0-260.0mg/g,0.0-50.0mg/g
121,1038751,FIZZ WATERMELON DRINK,$4.99,['1 x 355 ml Watermelon'],https://www.bccannabisstores.com/products/fizz-watermelon-drink,5.0mg,0.0-1.0mg
122,1037837,WEDDING CK HYBRID SHATTER,$19.99,['1 x 0.5 g'],https://www.bccannabisstores.com/products/wedding-ck-hybrid-shatter,730.0-850.0mg/g,0.0-7.9mg/g
123,1038199,BLACK MAMBA,$29.99,['3.5 g'],https://www.bccannabisstores.com/products/black-mamba,200.0-280.0mg/g,0.0-10.0mg/g
124,1038611,KRAZY KRYSTAL GODFATHER OG,$24.99,['3.5 g'],https://www.bccannabisstores.com/products/krazy-krystal-godfather-og,210.0-250.0mg/g,0.0-10.0mg/g
125,1029990,GREEN CRUSH PAX POD,$32.99,['1 x 0.5 g'],https://www.bccannabisstores.com/products/green-crush-pax-pod,700.0-760.0mg/g,0.0-30.0mg/g
126,1037480,FRESHLY BAKED #76,$31.99,['3.5 g'],https://www.bccannabisstores.com/products/freshly-baked-76,200.0-260.0mg/g,0.0-10.0mg/g
127,1037894,SCREWHEAD PRE-ROLL,$14.99,['3 x 0.5 g'],https://www.bccannabisstores.com/products/screwhead-pre-roll,200.0-280.0mg/g,0.0-20.0mg/g
128,1038066,FLIX N CHILL PRE-ROLLS,$39.99,['14 x 0.5 g'],https://www.bccannabisstores.com/products/flix-n-chill-pre-rolls,180.0-240.0mg/g,0.0-10.0mg/g
129,1038371,KRYPTO CHRONIC #2,$29.99,['3.5 g'],https://www.bccannabisstores.com/products/krypto-chronic-2,200.0-260.0mg/g,0.0-10.0mg/g
130,1035435,RAINBOW SHERB VAPE CARTRIDGE,$39.99,"['1 x 0.95 g fruit, candy']",https://www.bccannabisstores.com/products/rainbow-sherb-vape-cartridge,800.0-900.0mg/g,0.0-5.0mg/g
131,1035872,SATIVA,$114.99,['28 g'],https://www.bccannabisstores.com/products/sativa-5,200.0-230.0mg/g,0.0-10.0mg/g
132,1036987,CHEM OG,$24.99,['3.5 g'],https://www.bccannabisstores.com/products/chem-og,230.0-280.0mg/g,0.0-10.0mg/g
133,1038397,JUNGLE BREATH,$29.99,['3.5 g'],https://www.bccannabisstores.com/products/jungle-breath,220.0-300.0mg/g,0.0-20.0mg/g
134,1037688,KOOTNAY WHITE CHOCOLATE DIAMONDS FLOWER,$31.99,['3.5 g'],https://www.bccannabisstores.com/products/kootnay-white-chocolate-diamonds-flower,200.0-240.0mg/g,0.0-10.0mg/g
135,1026715,GRANDPA'S STASH PRE-ROLL,$13.99,['3 x 0.5 g'],https://www.bccannabisstores.com/products/grandpas-stash-pre-roll-1,190.0-250.0mg/g,0.0-10.0mg/g
136,1036300,"FEATHER LIMELIGHT CARTRIDGE
(ULTRA SOUR
)",$44.99,"['1 x 1 g Lime, Citrus']",https://www.bccannabisstores.com/products/feather-limelight-cartridge,800.0-850.0mg/g,0.0-10.0mg/g
137,1038769,FIZZ MANGO DRINK,$4.99,['1 x 355 ml Mango'],https://www.bccannabisstores.com/products/fizz-mango-drink,5.0mg,0.0-1.0mg
138,1036573,FACE PUNCH,$34.99,['3.5 g'],https://www.bccannabisstores.com/products/face-punch,190.0-250.0mg/g,0.0-5.0mg/g
139,1035369,GG4,$21.99,"['28 g', '3.5 g']",https://www.bccannabisstores.com/products/gg4-1,180.0-240.0mg/g,0.0-10.0mg/g
140,1038140,"PURPLE CLEMENTINE
(MIMOSA 
)",$29.99,['3.5 g'],https://www.bccannabisstores.com/products/purple-clementine-1,210.0-250.0mg/g,0.0-10.0mg/g
141,1030519,"KISH TERP SLUSH LIVE RESIN
(SHISKABERRY
)",$62.99,['1 x 1 g'],https://www.bccannabisstores.com/products/kish-terp-slush-live-resin,690.0-790.0mg/g,0.0-2.0mg/g
142,1032846,MENDO SUNSET,$24.99,['3.5 g'],https://www.bccannabisstores.com/products/mendo-sunset,200.0-240.0mg/g,0.0-1.0mg/g
143,1037175,KING KUSH,$31.99,['3.5 g'],https://www.bccannabisstores.com/products/king-kush,240.0-300.0mg/g,0.0-30.0mg/g
144,1036441,CBD OIL 10,$14.99,['30 ml'],https://www.bccannabisstores.com/products/cbd-oil-10,0.0-0.1mg/g,9.0-11.0mg/g
145,1038306,BLUE LIME PI,$34.99,['3.5 g'],https://www.bccannabisstores.com/products/blue-lime-pi,200.0-260.0mg/g,0.0-5.0mg/g
146,1026723,ICE CREAM CAKE PRE-ROLL,$14.99,['3 x 0.5 g'],https://www.bccannabisstores.com/products/ice-cream-cake-pre-roll,200.0-280.0mg/g,0.0-10.0mg/g
147,1033562,COCONUT LIP BALM,$7.99,['1 x 5 g'],https://www.bccannabisstores.com/products/coconut-lip-balm,0.0-0.1mg,50.0mg
148,1037811,BC ORGANIC SWEET BUBBA,$39.99,['3.5 g'],https://www.bccannabisstores.com/products/bc-organic-sweet-bubba,200.0-260.0mg/g,0.0-10.0mg/g
149,1036078,GB DIAMONDS,$59.99,['1 x 0.75 g'],https://www.bccannabisstores.com/products/gb-diamonds,777.0-877.0mg/g,0.0mg/g
150,1035690,OG COLA,$5.99,['1 x 355 ml Cola'],https://www.bccannabisstores.com/products/og-cola,3.5mg,0.0mg
151,1021740,"PACIFIC OG PRE-ROLL
(GOJI OG
)",$11.99,"['3 x 0.5 g', '7 x 0.5 g']",https://www.bccannabisstores.com/products/pacific-og-pre-roll,240.0-340.0mg/g,0.0-10.0mg/g
152,1036342,WEDDING MINT,$36.99,['3.5 g'],https://www.bccannabisstores.com/products/wedding-mint,240.0-300.0mg/g,0.0-10.0mg/g
153,1035674,APRICOT KUSH GEMS & JUICE,$27.99,['1 x 0.5 g'],https://www.bccannabisstores.com/products/apricot-kush-gems-juice,800.0-900.0mg/g,0.0-50.0mg/g
154,1029628,COLD CREEK KUSH UP20,$22.97,['3.5 g'],https://www.bccannabisstores.com/products/cold-creek-kush-up20,200.0-270.0mg/g,0.0-10.0mg/g
155,1037647,THC KISS MANGO SHOT,$3.99,['1 x 30 ml Mango'],https://www.bccannabisstores.com/products/thc-kiss-mango-shot,9.0-10.0mg,0.0-1.0mg
156,1032945,ACAI BERRY GELATO,$34.99,['3.5 g'],https://www.bccannabisstores.com/products/acai-berry-gelato,200.0-270.0mg/g,0.0-10.0mg/g
157,1036359,TRUE OG,$36.99,['3.5 g'],https://www.bccannabisstores.com/products/true-og,240.0-300.0mg/g,0.0-10.0mg/g
158,1035443,JEFFREYS PRE-ROLLS,$34.99,['10 x 0.35 g'],https://www.bccannabisstores.com/products/jeffreys-pre-rolls,280.0-310.0mg/g,0.0-10.0mg/g
159,1036722,RASPBERRY WHITE CHOCOLATE 1:1 CHEWS,$6.99,['4 x 4.05 g Raspberry White Chocolate'],https://www.bccannabisstores.com/products/raspberry-white-chocolate-1-1-chews,2.5mg,2.5mg
160,1031897,PURPLE AYA.,$24.99,['3.5 g'],https://www.bccannabisstores.com/products/purple-ayahuasca,180.0-250.0mg/g,0.0-5.0mg/g
161,1035492,PINK BUBBA PRE-ROLLS,$12.99,['3 x 0.5 g'],https://www.bccannabisstores.com/products/pink-bubba-pre-rolls,200.0-250.0mg/g,0.0-10.0mg/g
162,1033059,SATIVA JS PRE-ROLLS,$14.99,['7 x 0.3 g'],https://www.bccannabisstores.com/products/sativa-js-pre-rolls,140.0-220.0mg/g,0.0-1.0mg/g
163,1035484,PINK BUBBA,$29.99,['3.5 g'],https://www.bccannabisstores.com/products/pink-bubba-1,210.0-250.0mg/g,0.0-10.0mg/g
164,1036821,PINK KUSH FULL SPECTRUM CARTRIDGE,$27.99,['1 x 0.5 g'],https://www.bccannabisstores.com/products/pink-kush-full-spectrum-cartridge,700.0-760.0mg/g,0.0-10.0mg/g
165,1039437,SATIVA CAPSULES,$14.99,['15 capsules'],https://www.bccannabisstores.com/products/sativa-capsules,7.0-9.0mg,0.0-1.0mg
166,1036193,DRAGON FRUIT CHEW,$6.99,['2 x 10 g Dragon Fruit'],https://www.bccannabisstores.com/products/dragon-fruit-chew-1,5.0mg,2.5mg
167,1038850,BLOOD ORANGE 1:5 SOFT CHEWS,$5.99,['10 x 4.6 g Blood Orange'],https://www.bccannabisstores.com/products/blood-orange-1-5-soft-chews,1.0mg,5.0mg
168,1036508,"SUMMIT 10 RASPBERRY LEMONADE
(BLEND)",$6.99,"['1 x 355 ml Raspberry, lemon']",https://www.bccannabisstores.com/products/summit-10-raspberry-lemonade,8.5-10.0mg,0.0-1.15mg
169,1030394,REFRESHER - LEMON LIME ZEST,$4.97,['1 x 12 g Lemon Lime'],https://www.bccannabisstores.com/products/refresher-lemon-lime-zest,9.0-10.0mg,0.0-1.0mg
170,1034917,SOUR OG CHEESE,$31.99,['3.5 g'],https://www.bccannabisstores.com/products/sour-og-cheese,210.0-280.0mg/g,0.0-10.0mg/g
171,1034511,NSA MILK CHOCOLATE COFFEE QUINOA,$3.97,['2 x 6 g NSA Milk Chocolate Coffee Quinoa'],https://www.bccannabisstores.com/products/nsa-milk-chocolate-coffee-quinoa,5.0mg,0.0mg
172,1035419,GRAPEFRUIT CBD SELTZER WATER,$5.99,['1 x 355 ml'],https://www.bccannabisstores.com/products/grapefruit-cbd-seltzer-water,0.0-0.05mg,15.0mg
173,1028380,PINK KUSH SHATTER,$39.99,['1 x 1 g'],https://www.bccannabisstores.com/products/pink-kush-shatter,700.0-800.0mg/g,0.0-0.05mg/g
174,1034651,GRAPEFRUIT GOD BUD 2.0 PRE-ROLLS,$21.99,['5 x 0.5 g'],https://www.bccannabisstores.com/products/grapefruit-god-bud-2-0-pre-rolls,200.0-250.0mg/g,0.0-10.0mg/g
175,1035914,"BLACK CHERRY PUNCH HASH ROSIN
(SAFARI PUNCH)",$54.99,['1 x 1 g'],https://www.bccannabisstores.com/products/black-cherry-punch-hash-rosin-1,740.0-840.0mg/g,0.0-50.0mg/g
176,1033273,TWIST PRE-ROLL,$6.99,['2 x 0.5 g'],https://www.bccannabisstores.com/products/twist-pre-roll,160.0-220.0mg/g,0.0-10.0mg/g
177,1036243,KUSH MINTS,$36.99,['3.5 g'],https://www.bccannabisstores.com/products/kush-mints-1,200.0-260.0mg/g,0.0-20.0mg/g
178,1038363,POMEGRANATE CBD SOFT CHEWS,$34.99,['30 x 4.6 g Pomegranate'],https://www.bccannabisstores.com/products/pomegranate-cbd-soft-chews,0.0mg,10.0mg
179,1035989,"GRAND DADDY PURPLE PREFIL VAPE CARTRIDGE
(GRAND DADDY PURPLE
)",$39.99,['1 x 1 g'],https://www.bccannabisstores.com/products/grand-daddy-purple-prefil-vape-cartridge,600.0-700.0mg/g,0.0-50.0mg/g
180,1034503,PURE CHEWS FIRE BURST,$5.99,['5 x 3 g Cinnamon'],https://www.bccannabisstores.com/products/pure-chews-fire-burst,1.8-2.0mg,0.0mg
181,1035765,ANYTIME 1:1 VAPE - GLACIAL FRESH MINT,$29.99,['1 x 1 g Glacial Fresh Mint'],https://www.bccannabisstores.com/products/anytime-1-1-vape-glacial-fresh-mint,400.0-420.0mg/g,400.0-420.0mg/g
182,1018662,DISSOLVABLE THC POWDER,$4.99,['1 x 0.45 g'],https://www.bccannabisstores.com/products/dissolvable-thc-powder-2,10.0mg,0.0mg
183,1037431,ANIMAL MINTS,$19.99,"['3.5 g', '28 g']",https://www.bccannabisstores.com/products/animal-mints,180.0-240.0mg/g,0.0-10.0mg/g
184,1035682,D BUBBA SHATTER,$39.99,['1 x 1 g'],https://www.bccannabisstores.com/products/d-bubba-shatter,700.0-800.0mg/g,0.0-0.05mg/g
185,1032911,EXTRA EASE CBD BODY LOTION,$27.97,['1 x 100 g'],https://www.bccannabisstores.com/products/extra-ease-cbd-body-lotion,25.0mg,500.0mg
186,1033505,CRAFT - PISTOL PARIS SUNSET SHERBERT,$39.99,['3.5 g'],https://www.bccannabisstores.com/products/craft-pistol-paris-sunset-sherbert,200.0-240.0mg/g,0.0-10.0mg/g
187,1035393,"232 INDICA BLACK CHERRY PUNCH LIVE CARTG
(BLACK CHERRY PUNCH
)",$39.99,['1 x 0.5 g'],https://www.bccannabisstores.com/products/232-indica-black-cherry-punch-live-cartg,850.0-950.0mg/g,0.0mg/g
188,1035732,APPLE NANO SHOT,$5.99,['1 x 28 ml Sour Apple'],https://www.bccannabisstores.com/products/apple-nano-shot,10.0mg,0.85-1.15mg
189,1027846,SAPPHIRE,$21.99,['1 x 2 g'],https://www.bccannabisstores.com/products/sapphire,250.0-350.0mg/g,0.0-10.0mg/g
190,1030006,DELAHAZE LIVE RESIN,$51.99,['1 x 1 g'],https://www.bccannabisstores.com/products/delahaze-live-resin,700.0mg/g,5.0mg/g
191,1033737,CBD GRAPEFRUIT BATH BOMB,$12.99,['1 x 270 g'],https://www.bccannabisstores.com/products/cbd-grapefruit-bath-bomb,0.0-1.15mg,85.0-115.0mg
192,1034990,CAKE CRASHER,$44.99,['3.5 g'],https://www.bccannabisstores.com/products/cake-crasher,200.0-270.0mg/g,0.0-10.0mg/g
193,1025832,PURPLE LA 3.5,$29.99,['3.5 g'],https://www.bccannabisstores.com/products/purple-la-3-5,184.0-210.0mg/g,0.0-10.0mg/g
194,1035948,DISTILLED THC 30 OIL,$34.99,['28.5 g'],https://www.bccannabisstores.com/products/distilled-thc-30-oil,27.0-33.0mg/g,0.0-2.0mg/g
195,1035351,"THC SELECT PACK PRE-ROLL
(GLUEBERRY OG, DREW'S DARK HELME AND KT GE)",$14.99,['3 x 0.5 g'],https://www.bccannabisstores.com/products/high-thc-select-pack-pre-roll,160.0-250.0mg/g,0.0-20.0mg/g
196,1029792,RAD INDICA CRUMBLE,$36.99,['1 x 1 g'],https://www.bccannabisstores.com/products/rad-indica-crumble,700.0-850.0mg/g,0.0-10.0mg/g
197,1037266,"BC STRAWNANA
(STRAWBERRY BANANA)",$39.99,['3.5 g'],https://www.bccannabisstores.com/products/bc-strawnana,250.0-300.0mg/g,0.0-20.0mg/g
198,1034198,CBD COOL STICK,$29.99,['1 x 30 g'],https://www.bccannabisstores.com/products/cbd-cool-stick,0.0mg,123.0mg
199,1035450,"CHERRY JAM PRE-ROLLS
(BCP
)",$12.99,['3 x 0.5 g'],https://www.bccannabisstores.com/products/cherry-jam-pre-rolls,200.0-260.0mg/g,0.0-10.0mg/g
200,1037506,ORGANIC BUBBA KUSH,$42.99,['3.5 g'],https://www.bccannabisstores.com/products/bubba-kush-2,230.0-290.0mg/g,0.5mg/g
201,1035559,MACSLURRY,$31.99,['3.5 g'],https://www.bccannabisstores.com/products/macslurry,210.0-260.0mg/g,0.0-10.0mg/g
202,1035427,STRAWBERRY CBD SELTZER WATER,$5.99,['1 x 355 ml'],https://www.bccannabisstores.com/products/strawberry-cbd-seltzer-water,0.0-0.05mg,15.0mg
203,1026293,BLENDCRAFT INDICA WAX,$29.97,"['1 x 0.5 g', '1 x 1 g']",https://www.bccannabisstores.com/products/blendcraft-wax,600.0-850.0mg/g,0.0-150.0mg/g
204,1036748,STRAWBERRY FIG BALSAMIC CHEWS,$6.99,['4 x 4.4 g Strawberry Fig Balsamic'],https://www.bccannabisstores.com/products/strawberry-fig-balsamic-chews,0.0mg,10.0mg
205,1035294,"GORILLA BERRY PRE-ROLL
(GLUEBERRY OG
)",$16.99,['3 x 0.5 g'],https://www.bccannabisstores.com/products/gorilla-berry-pre-roll,220.0-280.0mg/g,0.0-10.0mg/g
206,1036763,ORGANIC SOUR COOKIES,$29.99,['3.5 g'],https://www.bccannabisstores.com/products/organic-sour-cookies,200.0-240.0mg/g,0.0-10.0mg/g
207,1034297,SOUR CHEM,$31.99,['3.5 g'],https://www.bccannabisstores.com/products/sour-chem,200.0-220.0mg/g,0.0-10.0mg/g
208,1036540,CHOCOLATE CHEESECAKE,$21.99,['3.5 g'],https://www.bccannabisstores.com/products/chocolate-cheesecake,190.0-250.0mg/g,0.0-20.0mg/g
209,1037571,MEYER LEMON POPPYSEED CAKE,$8.99,['2 x 20 g Lemon'],https://www.bccannabisstores.com/products/meyer-lemon-poppyseed-cake,5.0mg,5.0mg
210,1037886,BRANDY WINE,$14.99,['3 x 0.5 g'],https://www.bccannabisstores.com/products/brandy-wine,200.0-260.0mg/g,0.0-20.0mg/g
211,1024157,"EXTRA STRENGTH BODY CREAM
(SILVER LEMONS
)",$59.99,['1 x 236 g'],https://www.bccannabisstores.com/products/extra-strength-body-cream,100.0mg,100.0mg
212,1037878,"FRUIT LIVE ROSIN
(BLACK CHERRY PUNCH
)",$59.99,"['1 x 1 g Cherry, Vanilla']",https://www.bccannabisstores.com/products/fruit-live-rosin,650.0-740.0mg/g,0.0-10.0mg/g
